subjID,trial,cond,frame,timestamp,refX,refY,refZ,wristX,wristY,wristZ,thumbX,thumbY,thumbZ,indexX,indexY,indexZ,trialPhase
8475,4,2,59467,198220000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59468,198223333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59469,198226666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59470,198230000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59471,198233333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59472,198236666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59473,198240000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59474,198243333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59475,198246666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59476,198250000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59477,198253333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59478,198256666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59479,198260000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59480,198263333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59481,198266666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59482,198270000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59483,198273333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59484,198276666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59485,198280000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59486,198283333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59487,198286666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59488,198290000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59489,198293333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59490,198296666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59491,198300000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59492,198303333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59493,198306666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59494,198310000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59495,198313333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59496,198316666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59497,198320000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59498,198323333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59499,198326666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59500,198330000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59501,198333333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59502,198336666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59503,198340000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59504,198343333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59505,198346666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59506,198350000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59507,198353333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59508,198356666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59509,198360000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59510,198363333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59511,198366666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59512,198370000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59513,198373333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59514,198376666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59515,198380000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59516,198383333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59517,198386666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59518,198390000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59519,198393333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59520,198396666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59521,198400000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59522,198403333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59523,198406666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59524,198410000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59525,198413333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59526,198416666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59527,198420000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59528,198423333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59529,198426666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59530,198430000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59531,198433333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59532,198436666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59533,198440000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59534,198443333,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59535,198446666,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59536,198450000,0,906,37,0,335,50,0,421,18,59,372,18,1
8475,4,2,59537,198453333,0,906,37,0,335,50,0,421,18,59,372,18,1
