NO_OF_FRAMES	4102
NO_OF_CAMERAS	9
NO_OF_MARKERS	1
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-11-03, 11:10:52.732	4542.60583120
DATA_INCLUDED	3D
MARKER_NAMES	pen
TRAJECTORY_TYPES	Measured
1058	3.52333	393.470	617.900	27.475
1059	3.52667	393.542	617.946	27.459
1060	3.53000	393.628	617.974	27.462
1061	3.53333	393.717	618.016	27.462
1062	3.53667	393.794	618.070	27.458
1063	3.54000	393.870	618.172	27.463
1064	3.54333	393.959	618.263	27.461
1065	3.54667	394.034	618.339	27.461
1066	3.55000	394.120	618.433	27.461
1067	3.55333	394.202	618.547	27.461
1068	3.55667	394.298	618.661	27.458
1069	3.56000	394.397	618.788	27.461
1070	3.56333	394.495	618.952	27.456
1071	3.56667	394.605	619.135	27.466
1072	3.57000	394.695	619.280	27.483
1073	3.57333	394.778	619.478	27.491
1074	3.57667	394.878	619.725	27.502
1075	3.58000	394.980	619.991	27.504
1076	3.58333	395.083	620.247	27.498
1077	3.58667	395.178	620.523	27.514
1078	3.59000	395.304	620.796	27.529
1079	3.59333	395.417	621.061	27.544
1080	3.59667	395.560	621.337	27.539
1081	3.60000	395.674	621.654	27.546
1082	3.60333	395.812	621.957	27.537
1083	3.60667	395.951	622.283	27.552
1084	3.61000	396.089	622.590	27.542
1085	3.61333	396.224	622.974	27.520
1086	3.61667	396.393	623.387	27.517
1087	3.62000	396.575	623.765	27.547
1088	3.62333	396.728	624.120	27.553
1089	3.62667	396.853	624.524	27.552
1090	3.63000	397.025	624.919	27.577
1091	3.63333	397.184	625.317	27.613
1092	3.63667	397.333	625.762	27.613
1093	3.64000	397.504	626.167	27.609
1094	3.64333	397.658	626.567	27.634
1095	3.64667	397.825	627.018	27.612
1096	3.65000	398.019	627.472	27.614
1097	3.65333	398.181	627.876	27.610
1098	3.65667	398.366	628.372	27.613
1099	3.66000	398.527	628.828	27.618
1100	3.66333	398.681	629.284	27.649
1101	3.66667	398.837	629.785	27.672
1102	3.67000	399.012	630.263	27.663
1103	3.67333	399.166	630.708	27.690
1104	3.67667	399.337	631.200	27.680
1105	3.68000	399.481	631.726	27.693
1106	3.68333	399.646	632.187	27.689
1107	3.68667	399.834	632.747	27.704
1108	3.69000	400.010	633.270	27.709
1109	3.69333	400.176	633.817	27.710
1110	3.69667	400.329	634.426	27.716
1111	3.70000	400.470	635.003	27.737
