NO_OF_FRAMES	4206
NO_OF_CAMERAS	9
NO_OF_MARKERS	1
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-11-03, 12:04:46.526	7776.40056730
DATA_INCLUDED	3D
MARKER_NAMES	pen
TRAJECTORY_TYPES	Measured
998	3.32333	299.343	741.569	27.852
999	3.32667	299.145	741.577	27.864
1000	3.33000	298.921	741.572	27.864
1001	3.33333	298.625	741.528	27.850
1002	3.33667	298.311	741.479	27.828
1003	3.34000	298.006	741.477	27.820
1004	3.34333	297.666	741.446	27.816
1005	3.34667	297.309	741.408	27.796
1006	3.35000	296.906	741.383	27.790
1007	3.35333	296.524	741.372	27.798
1008	3.35667	296.102	741.402	27.817
1009	3.36000	295.648	741.427	27.815
1010	3.36333	295.164	741.410	27.812
1011	3.36667	294.657	741.375	27.792
1012	3.37000	294.176	741.384	27.779
1013	3.37333	293.654	741.352	27.780
1014	3.37667	293.060	741.308	27.772
1015	3.38000	292.528	741.294	27.779
1016	3.38333	291.938	741.283	27.761
1017	3.38667	291.306	741.228	27.745
1018	3.39000	290.714	741.165	27.749
1019	3.39333	290.059	741.097	27.742
1020	3.39667	289.407	741.048	27.734
1021	3.40000	288.721	741.038	27.718
1022	3.40333	288.045	740.983	27.704
1023	3.40667	287.343	740.965	27.711
1024	3.41000	286.578	740.905	27.713
1025	3.41333	285.781	740.864	27.685
1026	3.41667	284.989	740.847	27.685
1027	3.42000	284.192	740.838	27.681
1028	3.42333	283.307	740.807	27.679
1029	3.42667	282.395	740.728	27.646
1030	3.43000	281.508	740.730	27.647
1031	3.43333	280.595	740.706	27.639
1032	3.43667	279.583	740.696	27.612
1033	3.44000	278.648	740.668	27.605
1034	3.44333	277.669	740.649	27.622
1035	3.44667	276.641	740.656	27.609
1036	3.45000	275.638	740.615	27.586
1037	3.45333	274.618	740.550	27.586
1038	3.45667	273.547	740.558	27.568
1039	3.46000	272.523	740.567	27.580
1040	3.46333	271.447	740.534	27.542
1041	3.46667	270.316	740.511	27.519
1042	3.47000	269.261	740.530	27.553
1043	3.47333	268.129	740.527	27.525
1044	3.47667	267.017	740.474	27.513
1045	3.48000	265.954	740.497	27.519
1046	3.48333	264.811	740.549	27.481
1047	3.48667	263.710	740.591	27.509
1048	3.49000	262.595	740.579	27.480
1049	3.49333	261.472	740.624	27.452
1050	3.49667	260.425	740.627	27.498
1051	3.50000	259.282	740.639	27.433
1052	3.50333	258.136	740.612	27.428
1053	3.50667	257.011	740.667	27.451
